x,y,z,Index,10.0954277,9.96587204,10.33529979,
2160.5083200000004,671.0761600000001,5126.45386,2510,22849.96602,4673.531172,54555.06453,59331.42428
2162.6131200000004,669.03396,5128.35346,2511,23045.26409,4846.37527,54522.36467,59390.73833
2178.27232,655.68846,5136.95726,2512,23003.14394,4650.200069,54430.69677,59274.52861
2158.6777200000006,682.64346,5140.76186,2513,23221.61506,4670.113874,54474.26006,59401.16479
2156.9501200000004,662.21496,5150.82596,2514,23127.38837,4824.636713,54474.78406,59377.22889
2150.4071200000003,671.26826,5134.77136,2515,23105.51764,4885.7594,54436.22305,59338.33475
2154.8967200000006,675.6787599999999,5154.76326,2516,23239.77673,4781.44861,54378.63063,59329.461
2180.6549200000004,669.38236,5157.04486,2517,23198.55912,4802.510484,54397.68892,59332.50216
2160.83332,657.87726,5138.55166,2518,23045.34485,4763.943556,54501.58866,59365.02542
2170.08352,664.03606,5140.70486,2519,23201.38584,4887.169571,54565.04533,59493.97367
2184.5353200000004,638.14026,5136.81916,2520,23198.47836,4884.942198,54418.46494,59358.24614
2199.8615200000004,646.2650600000001,5135.33536,2521,23177.93214,4782.092406,54396.98405,59322.14443
2186.36372,633.81416,5124.50646,2522,23084.65645,4906.408687,54436.13417,59331.83726
2199.56592,643.96626,5120.17756,2523,23301.33259,4729.025134,54330.19114,59305.02044
2197.5919200000003,639.90176,5122.9160600000005,2524,23197.78379,4801.916518,54358.60082,59296.31572
2211.8795200000004,639.7460599999999,5118.45736,2525,22827.09988,4909.190161,54519.12146,59308.61018
2211.930520000001,661.51436,5127.27976,2526,23122.48805,4728.077379,54199.78136,59115.31502
2208.06692,655.52026,5137.51406,2527,23222.05724,4763.257904,54524.50615,59454.80922
2240.4865200000004,661.1880600000001,5117.41686,2528,22982.5311,4763.844894,54471.08195,59312.64387
2242.2497200000003,654.74196,5101.29236,2529,23104.43541,4802.436737,54356.81488,59258.26236
2242.2113200000003,654.71216,5099.40136,2530,23105.83262,4762.26032,54414.83105,59308.78908
2244.46032,647.6083600000001,5106.89946,2531,23202.83554,4496.435632,54520.10538,59422.48229
2244.4925200000002,659.01506,5111.79086,2532,23157.98559,4710.637103,54415.05326,59325.20897
2246.29412,652.5987600000001,5097.55736,2533,23157.94925,4648.739072,54394.58523,59301.537
2261.8775200000005,662.99256,5109.34036,2534,23285.5918,4671.103485,54563.39892,59508.00362
2271.94432,658.63496,5098.12676,2535,23239.79894,4709.283738,54358.0086,59304.79498
2289.30792,669.83876,5096.72606,2536,23263.18399,4587.450952,54454.27779,59392.66626
2277.4921200000003,665.36456,5069.9812600000005,2537,23106.29297,4886.353366,54475.31116,59374.54631
2284.88752,663.41256,5079.54086,2538,23086.71591,4784.246031,54502.6904,59383.74123
2267.40872,652.11936,5075.26856,2539,23195.65164,4800.283112,54251.10853,59196.82212
2273.49632,652.0249600000001,5071.6017600000005,2540,23282.06244,4709.646495,54397.89046,59357.94545
2277.8211200000005,648.0299600000001,5081.07396,2541,23321.12569,4759.116088,54291.9619,59280.19245
2256.25592,632.6391600000001,5076.66526,2542,23340.23835,4840.244265,54234.95859,59242.09166
2256.3301200000005,650.28666,5085.42806,2543,23124.67472,4822.557832,54337.97569,59250.51263
2244.2661200000007,654.7005600000001,5099.43976,2544,23044.14148,4804.268464,54453.34451,59323.52131
2252.45852,652.5639600000001,5097.67256,2545,23176.30476,4760.222299,54308.72783,59238.82795
2265.41912,654.2509600000001,5079.0419600000005,2546,23280.01105,4625.581375,54269.62215,59232.98748
2240.1217200000006,660.9049600000001,5099.45236,2547,23198.82968,4823.34115,54417.54096,59352.49854
2260.5839200000005,645.2018599999999,5091.10336,2548,22962.82886,4888.499018,54560.48126,59397.26465
2258.18532,648.05076,5075.03616,2549,23300.40381,4687.066819,54270.943,59247.04776
2253.8747200000003,632.39746,5060.55336,2550,23360.59881,4736.71779,54184.95538,59195.97504
2258.49732,623.46006,5083.18806,2551,23362.22619,4758.587896,54273.2116,59279.16387
2250.34472,639.0786599999999,5090.82196,2552,23435.72293,4738.243565,54313.38078,59343.30116
2258.08752,644.87076,5069.31846,2553,23453.73519,4705.100065,54166.73528,59213.60377
2250.27832,667.9987600000001,5095.96666,2554,23321.51335,4759.413071,54311.50596,59298.26875
2255.8707200000003,663.38126,5066.71176,2555,23538.30257,4664.609723,54236.11098,59307.38576
2273.2901200000006,671.52426,5067.15736,2556,23259.61828,4564.095931,54268.3013,59218.99476
2248.2285200000006,687.67356,5101.88436,2557,23497.20206,4665.137914,54254.86128,59308.27926
2275.4177200000004,675.7079600000001,5071.98286,2558,23397.26742,4513.940687,54397.14735,59387.3507
2269.2729200000003,665.41096,5069.82766,2559,23326.11485,4567.015931,54484.4765,59443.44748
2247.58992,667.51866,5064.7267600000005,2560,23107.60335,4588.317983,54451.30122,59329.23562
2222.31212,663.84086,5083.09716,2561,23090.26749,4673.538148,54647.57683,59509.32755
2207.04052,683.69536,5095.38376,2562,22980.3202,4298.124745,54219.85148,59045.41716
2198.69052,689.8484599999999,5090.59206,2563,23221.00933,4298.428704,54331.90784,59242.28197
2191.57432,720.98876,5103.19616,2564,22945.45867,4365.302695,54571.77464,59360.15944
2185.03492,736.25306,5089.12196,2565,22963.50324,4497.171114,54476.45321,59289.38339
2184.97472,753.79626,5091.26626,2566,23088.9894,4146.662425,54424.73847,59265.06895
2210.4727200000007,773.16546,5088.24736,2567,22965.27398,4323.228776,54512.92338,59310.6477
2208.35272,771.05706,5084.39716,2568,23181.32824,4186.615606,54388.05229,59270.24516
2221.67412,777.16286,5084.73616,2569,23221.66755,4319.556352,54371.30393,59280.20835
2219.5813200000002,766.79796,5079.82126,2570,22983.35892,4413.881338,54407.21393,59227.20712
2197.97112,773.10096,5079.50746,2571,23086.67755,4278.943431,54348.56421,59203.6356
2208.45272,766.99586,5088.11956,2572,23066.51092,4382.618398,54408.33945,59258.23716
2217.39832,755.32836,5070.16396,2573,22983.27816,4496.313052,54427.98995,59252.45983
2229.9177200000004,741.95556,5075.87366,2574,23045.49628,4361.903336,54388.09053,59229.93745
2252.8813200000004,750.61716,5046.19336,2575,23182.83044,4435.247171,54538.32858,59426.79807
2251.1145200000005,750.85226,5060.33746,2576,23062.65245,4410.597583,54223.13294,59088.8099
2247.1701200000007,748.93426,5067.79486,2577,22940.87535,4588.64885,54409.03811,59225.69449
2266.5277200000005,743.52406,5058.63016,2578,23004.24233,4321.067179,54386.68079,59209.60931
2280.9207200000005,748.62366,5060.86446,2579,23023.82342,4320.060626,54328.44551,59163.66588
2276.9619200000006,721.86166,5060.40026,2580,22912.76968,4436.453042,54513.62515,59299.34617
2294.3955200000005,710.35636,5055.83526,2581,23066.35747,4341.254049,54388.17941,59236.62206
2264.68312,719.90066,5062.03106,2582,22868.66679,4383.122671,54365.48103,59142.14413
2276.6243200000004,713.32206,5041.37106,2583,23046.948,4414.573966,54476.80874,59315.87449
2294.1771200000003,697.7704600000001,5041.47396,2584,23086.20912,4361.078162,54349.79617,59210.57675
2300.218320000001,705.91766,5037.92636,2585,23063.17943,4318.196011,54221.74698,59080.9183
2309.488120000001,701.74466,5038.03956,2586,23159.04763,4319.606182,54350.56925,59236.68511
2309.9373200000005,704.1626600000001,5060.76136,2587,23343.84646,4275.864973,54246.03287,59210.221
2315.91372,699.84316,5050.41646,2588,23180.31062,4433.316782,54411.29224,59309.10404
2313.9393200000004,706.12536,5056.14046,2589,23178.552,4297.917454,54282.25396,59180.06811
2323.6337200000003,699.4093600000001,5025.98706,2590,23067.75468,4301.077632,54446.19558,59287.50955
2315.72652,674.8650600000001,5033.98536,2591,23283.24159,4298.081891,54333.09846,59267.76894
2321.84232,690.31306,5036.21506,2592,23283.52628,4452.975461,54394.04056,59335.17704
2333.0195200000007,674.6323600000001,5025.80226,2593,23159.34646,4608.562655,54452.6014,59352.16911
2345.3367200000002,676.6231600000001,5026.06246,2594,23674.21529,4406.890279,54215.29672,59322.74058
2356.5591200000003,683.74096,5024.48696,2595,23633.50245,4407.715453,54253.59107,59341.57512
2354.4159200000004,685.7533599999999,5020.69636,2596,23577.37389,4507.851539,54068.47035,59157.52506
2362.48912,687.66306,5014.26126,2597,23753.87831,4372.954491,54040.52576,59192.46481
2370.6673200000005,705.1747600000001,5017.50466,2598,23655.00773,4274.130911,54251.986,59338.90436
2362.1257200000005,700.8321599999999,5000.27246,2599,23500.31953,4255.058225,54287.78954,59308.80737
2354.1561200000006,701.07226,5012.41036,2600,23581.74521,4253.407877,54211.20084,59270.9413
2356.2199200000005,716.58816,5017.39976,2601,23540.55385,4099.19099,54178.78107,59214.0301
2359.9375200000004,724.53836,5000.57676,2602,23398.4607,4236.438986,54373.44541,59345.65649
2381.7437200000004,714.2486600000001,5009.34046,2603,23696.13448,4098.323959,54181.75764,59278.7138
2358.1645200000007,736.1503600000001,5017.72126,2604,23717.46006,4098.653829,54211.47059,59314.41999
2370.4321200000004,729.82506,5013.13476,2605,23397.33405,4297.446069,54335.28128,59314.63626
2362.16512,724.6608600000001,5009.12466,2606,23326.82153,4340.699947,54451.77251,59396.78281
2362.08972,738.0534600000001,5009.31836,2607,23306.54183,4361.794708,54480.9997,59417.16481
2355.90652,727.72666,5005.27216,2608,23108.23331,4341.319824,54408.51721,59271.6142
2351.0343200000007,732.09996,5019.41826,2609,23245.70679,4321.965104,54537.82525,59442.54915
2356.68832,719.02106,5041.06706,2610,23397.45116,4276.912386,54334.97329,59312.91615
2335.0477200000005,717.0228599999999,5036.85206,2611,23540.78402,4161.237513,54209.02112,59246.11701
2329.82232,719.0526600000001,5033.00386,2612,23501.08072,4121.589287,54285.7876,59297.85012
2351.0981200000006,720.76776,5019.25436,2613,23365.8666,4359.220523,54335.60994,59307.04034
2345.0721200000007,716.77116,5024.75256,2614,23634.65131,4274.543498,54271.13317,59348.33073
2345.0989200000004,718.8613600000001,5026.67336,2615,23631.12195,4313.086508,54105.62472,59198.40594
2332.5053200000007,714.5866599999999,5012.20086,2616,23459.33209,4338.166622,54337.08789,59343.73659
2354.10492,734.1429599999999,5019.50566,2617,23675.24704,4294.252007,54233.14681,59331.2071
2323.5629200000003,742.81186,5035.12236,2618,23394.98182,4470.942932,54269.49503,59266.28549
2336.8437200000003,756.1290600000001,5035.56566,2619,23584.57193,4338.066963,54378.55725,59431.29097
2338.7235200000005,763.22456,5029.08986,2620,23631.2754,4354.450857,54125.78475,59219.92059
2319.2413200000005,763.36456,5030.61606,2621,23560.30252,4273.611689,54181.79588,59236.97001
2315.40772,776.0183599999999,5047.73706,2622,23477.98037,4398.315643,54250.46051,59276.24489
2343.0567200000005,740.61146,5033.56636,2623,23392.48421,4396.84767,54121.83667,59124.56166
2332.8943200000003,734.5478599999999,5037.06696,2624,23324.89734,4473.277935,54395.1423,59353.95991
2343.14512,738.6106599999999,5037.31856,2625,23178.44903,4452.514041,54323.652,59229.42299
2340.9639200000006,730.2465599999999,5028.65146,2626,22921.46991,4558.854879,54466.81141,59268.96731
2325.8985200000006,730.60176,5045.38246,2627,23067.894,4208.379077,54425.26557,59261.68847
2333.0581200000006,719.15446,5040.62546,2628,22923.93926,4364.824333,54532.28966,59315.50639
2332.9429200000004,719.06506,5034.95246,2629,23001.9123,4422.399169,54300.27252,59136.83437
2335.1397200000006,721.23306,5042.58466,2630,22964.90044,4456.994697,54534.46938,59340.20395
2315.90812,745.36566,5063.36356,2631,22554.21643,4679.06821,54803.38251,59447.43134
2317.6945200000005,734.79876,5047.17946,2632,23201.96935,4341.096588,54429.84721,59327.774
2321.7309200000004,740.92696,5045.45466,2633,22830.47377,4385.878234,54530.81172,59279.64142
2315.55032,713.01226,5036.42766,2634,22873.88613,4253.069037,54588.23567,59339.52087
2315.59592,725.46406,5042.27946,2635,22919.23681,4165.299602,54236.20296,59027.17042
2317.4113200000006,709.74616,5026.02086,2636,22829.30068,4147.810493,54400.23347,59141.92002
2298.4503200000004,737.19286,5061.02696,2637,22791.88299,4151.160023,54604.65226,59315.8504
2290.08372,725.74316,5050.30896,2638,22790.6251,4098.637884,54525.70608,59239.04159
2298.3877200000006,717.48496,5052.23436,2639,22710.53403,4173.492545,54691.32099,59366.04238
2311.743920000001,717.40956,5052.4839600000005,2640,22746.96843,4035.337655,54396.95201,59099.38165
2309.7413200000005,708.14936,5052.31146,2641,22572.8122,4099.851727,54521.53888,59151.82869
2307.6633200000006,712.2817600000001,5052.33266,2642,22813.23482,3976.211132,54582.88716,59292.03579
2294.3201200000003,723.74896,5056.02896,2643,22595.30482,3997.958658,54579.02796,59206.43348
2294.3817200000003,719.65796,5057.86036,2644,22315.29602,4061.417345,54594.13816,59118.41903
2309.3533200000006,711.98706,5034.40656,2645,22338.37013,3959.969751,54680.94331,59200.41978
2302.1209200000003,719.23906,5034.37646,2646,22212.32467,4237.868092,54682.71995,59173.86885
2302.3013200000005,721.4484600000001,5043.86126,2647,22379.0022,4041.57629,54663.42498,59205.10205
2279.04352,723.9402600000001,5062.35946,2648,22376.76708,4194.539471,54597.33074,59153.88736
2286.0625200000004,723.76556,5053.98436,2649,22315.77454,4216.459406,54664.85229,59194.74976
2280.7733200000002,737.12756,5050.3000600000005,2650,22488.71325,4058.207338,54450.93122,59051.80083
2323.83692,707.84466,5038.39776,2651,22417.44357,4131.816265,54538.56836,59110.6515
2309.4895200000005,715.19686,5042.01526,2652,22373.47193,4192.015115,54431.2063,58999.16487
2313.5629200000003,707.90266,5038.20576,2653,22314.79124,4081.654045,54574.9021,59101.85909
2295.9101200000005,727.5154600000001,5034.38046,2654,21941.75913,4259.310663,54638.78046,59033.70945
2311.5443200000004,715.18526,5042.0536600000005,2655,22375.70706,4039.051935,54497.30054,59050.33423
2304.3431200000005,710.04506,5039.95376,2656,22373.31848,4150.650767,54411.04626,58977.58249
2314.0969200000004,702.10886,5062.69936,2657,22415.09941,4099.085352,54411.07003,58989.8612
2311.7157200000006,701.86716,5046.58746,2658,22251.87856,4133.038081,54554.93741,59063.26522
2302.4959200000003,704.00956,5048.33546,2659,22118.06164,4330.4929,54662.77592,59126.82041
2302.6817200000005,715.5354600000001,5060.79086,2660,22250.48135,4173.214498,54496.92123,59011.98237
2311.7337200000006,732.92216,5056.48946,2661,22153.61774,4346.34063,54370.71689,58871.45582
2325.9663200000005,715.13386,5044.21346,2662,22268.21498,4325.468108,54392.13576,58932.90681
2329.1619200000005,712.10036,5048.95386,2663,22313.12348,4100.999796,54497.03389,59030.67323
2313.81252,708.09636,5050.49726,2664,22229.09318,4286.265357,54498.21831,59013.2227
2319.8247200000005,721.39456,5047.02416,2665,22273.42018,4061.35157,54573.80036,59083.83458
2313.51292,709.9332599999999,5036.3445600000005,2666,22097.72743,4258.740615,54661.30108,59112.64048
2321.7937200000006,705.79586,5038.32956,2667,22180.43322,4237.447533,54643.03653,59125.19785
2315.5177200000003,711.95226,5034.52176,2668,22115.00071,4286.90118,54496.0355,58968.37002
2315.25072,714.84916,5022.27496,2669,22179.40146,4350.085805,54625.18644,59116.49591
2319.8283200000005,727.60556,5049.00456,2670,22230.91439,4308.283955,54596.24657,59106.0488
2334.9539200000004,709.7071599999999,5030.12926,2671,22033.72444,4433.029765,54623.64028,59066.73212
2332.8201200000008,716.90036,5028.30416,2672,22036.65817,4259.978376,54718.74261,59143.06816
2323.62352,714.92196,5029.99256,2673,21942.78281,4352.900167,54718.34263,59114.55385
2354.6705200000006,705.6102599999999,5038.94396,2674,21925.01284,4138.748526,54802.66007,59170.65978
2349.0495200000005,709.40246,5016.21556,2675,21822.81682,4315.793239,54930.32996,59263.83851
2341.279520000001,711.86686,5038.78376,2676,21901.93873,4240.19612,54715.85492,59088.90728
2331.3167200000003,708.02756,5052.71466,2677,21841.0633,4241.582373,54783.06848,59128.73801
2339.11352,707.65336,5032.06726,2678,21728.40438,4263.93981,54859.36986,59159.57405
2343.2695200000003,699.38856,5032.02486,2679,21520.93729,4440.374612,54906.87917,59140.79006
2339.0621200000005,696.23176,5026.2303600000005,2680,21665.20701,4160.430277,54778.46307,59053.96169
2330.8291200000003,705.57976,5028.10186,2681,21645.89647,4182.267496,54856.55039,59120.8704
2345.16132,694.07696,5022.53376,2682,21499.56123,4244.083807,54815.60814,59033.84009
2358.2773200000006,698.98866,5012.45736,2683,21523.58633,4112.429654,54941.0394,59149.76464
2339.10852,687.9901600000001,5026.11116,2684,21432.34789,4186.748152,55067.36777,59239.25548
2356.48592,689.89236,5022.68536,2685,21606.29211,4091.136572,54922.77486,59161.4778
2339.28132,688.12426,5034.62066,2686,21544.55049,3937.183781,54899.73024,59107.10154
2356.5501200000003,668.2134599999999,5019.53596,2687,21563.83478,4090.625323,54873.12098,59099.84426
2341.2517200000007,685.97776,5029.90176,2688,21449.12043,4132.031528,54852.0101,59041.35384
2333.0593200000003,688.11436,5031.66896,2689,21470.54091,4183.992588,54902.03708,59099.269
2337.0385200000005,683.85116,5024.12216,2690,21666.64056,4182.151892,54856.94727,59128.8286
2337.0935200000004,701.48376,5031.93946,2691,21345.85632,4359.816482,54941.36186,59103.35714
2347.2777200000005,689.97436,5024.40356,2692,21389.15157,4247.540968,54999.09381,59164.49721
2336.8783200000003,705.45556,5022.54406,2693,21049.60196,4385.590221,55170.44378,59212.30456
2345.46092,692.24006,5036.68646,2694,21349.78143,4115.342679,55064.7023,59201.94804
2330.90592,705.63936,5031.88386,2695,21287.2564,4167.023698,55064.28165,59182.65358
2341.1031200000007,705.52176,5028.29386,2696,21311.1644,4055.903228,55190.02091,59300.54373
2347.46612,683.91236,5031.87816,2697,21432.75776,4114.880262,55066.2898,59233.36574
2335.202120000001,696.44866,5038.44506,2698,21257.09127,4136.990546,55102.31245,59205.09655
2323.99852,699.6924600000001,5043.95156,2699,21388.99812,4206.176619,54978.93378,59142.7453
2358.9019200000007,683.95286,5038.70786,2700,21329.01513,4187.623155,55084.92744,59218.34433
2372.76672,693.81606,5016.43366,2701,21216.16238,4209.832101,55151.4568,59241.29826
2362.5695200000005,693.9336599999999,5020.02366,2702,21371.21604,4301.366643,55155.81933,59307.63051
2366.5153200000004,709.30386,5016.5419600000005,2703,21235.80607,4095.444819,55062.21149,59157.24184
2362.9411200000004,716.98546,5044.93446,2704,21328.51036,4207.859855,55065.69138,59201.70442
2372.9373200000005,701.19136,5026.93846,2705,21257.06906,4209.155419,55122.93448,59229.3667
2385.88232,709.07446,5009.34276,2706,21472.88911,4113.609614,54998.67937,59184.97684
2390.1651200000006,698.83866,5014.94356,2707,21411.21614,4186.566773,55047.42684,59213.06207
2377.9305200000003,695.87726,5018.45046,2708,21235.80607,4095.444819,55062.21149,59157.24184
2389.8771200000006,698.61516,5000.76106,2709,21194.29569,4167.840899,55082.03976,59165.86999
2394.1863200000007,700.8162599999999,5011.26816,2710,21000.61289,4326.208572,55295.56396,59307.17676
2399.1889200000005,700.68296,5004.74566,2711,21307.37861,4207.678476,55045.75046,59175.53198
2411.62532,698.62746,5009.67376,2712,21014.55871,4186.832862,54912.84987,58945.41821
2415.6157200000002,702.65056,5005.08266,2713,21113.34853,4324.533309,55229.34259,59285.3722
2403.1637200000005,710.90216,5001.18946,2714,21152.31688,4322.371711,55103.1,59181.54304
2401.28432,693.45996,5004.67976,2715,21366.35206,4266.70534,54901.28467,59066.7151
2403.27172,698.56956,5002.90166,2716,21328.27615,4248.927221,55066.30737,59205.12607
2394.1353200000003,679.04796,5002.44576,2717,21288.41536,4271.028535,55153.76984,59273.74327
2415.6965200000004,698.57446,5007.85956,2718,21455.49469,4209.09662,55195.10898,59367.96107
2375.1113200000004,697.13346,5031.64476,2719,21193.13269,4166.94995,55023.40761,59110.80891
2407.5143200000007,685.1984600000001,5005.62126,2720,21236.46429,4116.572467,55101.60759,59195.61422
2415.6005200000004,698.49996,5003.13206,2721,21308.00049,4166.908094,55064.67853,59190.47921
2409.8049200000005,694.68216,5019.97626,2722,21109.10643,4249.101623,54993.73599,59058.95561
2403.28332,696.50916,5002.87186,2723,21307.98635,4032.84519,55023.58847,59142.95741
2388.0603200000005,700.88086,5013.04396,2724,21428.66508,4183.926813,54881.69928,59065.1661
2385.9787200000005,698.8022599999999,5011.08476,2725,21209.64881,4225.465565,54829.28794,58940.26279
2386.1015200000006,700.9669600000001,5017.7330600000005,2726,21232.00615,4113.157163,54876.85099,58984.61597
2380.02772,691.7597599999999,5019.37476,2727,21107.43866,4268.447374,54915.86778,58987.25408
2398.5209200000004,691.65536,5019.72036,2728,21211.25399,4319.500544,54938.16619,59048.94144
2390.4169200000006,691.79116,5025.23976,2729,21017.36322,4343.656821,55100.8283,59132.88587
2392.2427200000006,705.0529600000001,5017.90786,2730,20953.48945,4188.070623,54970.2914,58977.29726
2384.0007200000005,698.87346,5014.82836,2731,21108.43407,4093.911071,54913.24985,58972.79971
2390.140520000001,689.50726,5011.02746,2732,20960.0535,4368.398095,55354.01834,59350.43463
2390.2775200000005,672.02366,5012.6651600000005,2733,20955.16731,4405.901664,55120.1057,59133.38363
2383.7127200000004,698.64996,5000.64586,2734,21307.6633,4362.572046,55106.69255,59243.53226
2392.2055200000004,673.98306,5007.06036,2735,21307.69964,4424.470077,55127.16058,59267.17332
2371.21552,679.7326599999999,5036.98766,2736,21523.19059,4318.360448,54983.20742,59203.45487
2370.95652,674.35816,5022.73066,2737,21367.99761,4319.524462,54999.77491,59162.69816
2367.0407200000004,677.63586,5033.0990600000005,2738,21491.78977,4163.640284,54921.67002,59123.79187
2364.92432,681.73846,5031.22926,2739,21545.5984,4402.012981,55092.32855,59319.09637
2378.09252,677.3783599999999,5021.01876,2740,21092.00477,4293.254423,55189.39562,59238.28228
2386.4153200000005,679.48176,5026.87516,2741,21194.21492,4250.272613,55102.81578,59191.04553
2388.2727200000004,670.0046600000001,5014.48796,2742,21151.81211,4342.608411,55083.86394,59164.93446
2388.42232,674.25956,5023.05706,2743,21052.03092,4232.775532,55246.31005,59272.75233
2366.5299200000004,679.3088600000001,5008.54586,2744,20877.31137,4327.793146,55351.81486,59316.2316
2384.1747200000004,667.96746,5014.38136,2745,20816.14721,4277.399717,55388.94236,59325.73698
2368.7959200000005,679.46116,5018.98476,2746,20524.94056,4144.361305,55303.20794,59134.53918
2362.7351200000003,681.64576,5024.57236,2747,20442.44678,4196.751894,55341.47852,59145.46138
2360.71732,668.23496,5022.44926,2748,20309.41731,4085.459015,55395.83703,59142.72709
2358.7023200000003,681.7285599999999,5028.27756,2749,20148.77483,4111.075292,55666.58675,59343.43222
2386.4125200000003,652.57736,5018.92376,2750,19932.82354,4093.091876,55750.0598,59347.62019
2374.5111200000006,677.00836,4996.37816,2751,19715.26707,3981.073481,55724.6546,59243.37796
2388.26652,681.38156,5017.48836,2752,19409.628,4038.596495,56012.63222,59417.66479
2386.05272,671.9574600000001,5006.91536,2753,19623.75807,4034.561313,55831.13092,59316.81672
2374.9513200000006,663.89886,5014.14896,2754,19739.4012,4035.113422,55911.48995,59430.80689
2384.0095200000005,669.90866,5006.84716,2755,19605.45305,4119.039021,55978.5464,59455.34399
2392.31352,661.6504600000001,5008.77256,2756,19861.44886,3877.892822,55745.43682,59304.88116
2332.8891200000007,670.3923599999999,5018.17866,2757,19957.35341,3941.201024,55894.72712,59481.50587
2378.0089200000007,654.5500599999999,5010.29046,2758,19740.52381,4077.220228,55980.51011,59498.98753
2368.6333200000004,663.81446,5006.46976,2759,20059.79373,3960.265737,55838.38734,59464.31308
2372.63532,665.77716,5001.84886,2760,20281.4873,3858.907835,56007.13901,59691.11757
2395.99812,678.88736,4993.02916,2761,19938.08325,3921.822386,55962.42644,59537.39184
2401.44992,681.1720600000001,5009.22846,2762,20174.0982,3990.727422,55860.57619,59525.8273
2405.25632,676.77476,4993.17216,2763,20276.77274,3968.724769,55803.62042,59505.81771
2405.47112,683.14966,5005.55306,2764,20493.36812,3873.77293,55718.45342,59493.95183
2389.9373200000005,681.07196,4998.61676,2765,20391.15797,3916.75474,55805.03326,59542.77478
2396.04812,676.85676,4994.89036,2766,20598.42316,3946.399223,55809.464,59620.17591
2386.0027200000004,673.98806,5005.05416,2767,20690.20271,3913.742057,55722.83972,59568.75634
2383.8331200000007,663.56356,4996.35726,2768,20577.32776,4008.115875,55809.9911,59617.50177
2372.69292,665.82186,5004.68536,2769,20535.18136,3987.219435,55769.80125,59563.93476
2368.6753200000007,670.05526,5010.34116,2770,20692.33487,3915.375463,55830.332,59670.16724
2382.2195200000006,674.26456,5021.05086,2771,20554.04972,3872.238186,55641.46784,59442.71302
2386.2523200000005,674.18176,5017.34566,2772,20690.29761,3965.373246,55743.15375,59591.20564
2380.2241200000003,677.42636,5024.83916,2773,20647.90287,3851.481268,55662.48984,59493.55071
2380.2415200000005,674.33576,5024.79446,2774,20753.75545,3852.536653,55771.9665,59632.81522
2388.4955200000004,668.10816,5024.85866,2775,20535.48827,4069.948132,55810.12132,59607.38543
2398.5511200000005,655.46426,5010.68936,2776,20519.26895,3856.984422,55972.61498,59739.85566
2394.29152,661.57926,5005.02896,2777,20599.46905,3967.823854,55868.40415,59677.13409
2388.23872,655.49246,5008.60636,2778,20690.1805,3985.906929,55743.46174,59592.82298
2384.0595200000002,667.87806,5008.70836,2779,20820.17529,3834.77448,55978.06168,59847.54451
2377.35032,650.70326,5027.23066,2780,20692.31266,3987.540336,55850.95403,59694.23211
2384.8431200000005,662.27796,5045.49346,2781,20888.86256,3872.615892,55794.39823,59702.23285
2355.76252,673.57886,5032.82826,2782,20890.02555,3873.506841,55853.03039,59757.49515
2373.0795200000002,648.5319599999999,5018.61456,2783,20859.19815,3925.459929,55882.52113,59777.68439
2382.3391200000005,659.87156,5022.73326,2784,20858.48542,3811.485233,55812.423,59704.52574
2373.33932,633.2130599999999,5026.90056,2785,20800.67092,3856.463207,56046.37698,59906.06473
2365.5313200000005,625.30096,5044.59226,2786,20651.54934,3792.404575,55827.6903,59645.61867
2356.5611200000003,627.63706,5058.63176,2787,20668.16843,3696.323602,55592.17259,59424.95812
2351.9371200000005,623.12226,5032.02136,2788,20435.40018,3877.386555,55932.24736,59674.58422
2343.7831200000005,625.2886599999999,5035.67956,2789,20414.75099,3929.133349,55952.16452,59689.57079
2354.0477200000005,620.0498600000001,5033.90606,2790,20282.21417,4106.945435,56118.3272,59812.22166
2354.3959200000004,602.73016,5045.94426,2791,20415.81908,3878.393108,55990.48264,59722.5397
2359.5129200000006,623.3796600000001,5051.06576,2792,20285.36395,3861.877665,56202.57953,59876.03891
2335.5545200000006,620.15426,5033.56046,2793,20244.12413,3955.104412,56242.25985,59905.41883
2367.4133200000006,625.15526,5036.12116,2794,20386.294,3838.53859,56057.67553,59772.88973
2375.5057200000006,627.0798599999999,5030.63156,2795,19987.93851,4092.988231,56434.74137,60009.58484
2380.5069200000003,613.49436,5020.13336,2796,20179.32158,3757.5599,56052.4748,59692.58084
2361.1627200000007,619.94966,5030.25846,2797,20128.97164,3800.252699,56140.04683,59760.54115
2373.44192,611.5639600000001,5025.64216,2798,19808.34489,3916.16775,56213.76542,59730.17931
2373.45092,627.09146,5030.59316,2799,20109.27344,3821.792935,56198.5901,59810.28765
2365.4643200000005,620.07546,5039.79026,2800,19931.81399,4090.010429,56218.76461,59787.58139
2375.8191200000006,615.94136,5042.75916,2801,20027.12695,3915.696364,56266.79275,59852.90684
2359.299920000001,620.11026,5039.6750600000005,2802,20199.57502,3911.743899,56074.72567,59730.22209
2367.5307200000007,618.00346,5039.79886,2803,20048.80991,4194.715867,56398.38385,60002.73428
2367.318120000001,604.3873600000001,5025.42266,2804,20303.66898,3777.399958,56055.16405,59738.50635
2348.17932,612.03676,5045.96316,2805,20283.95665,3664.87729,56072.61727,59741.18035
2369.9091200000003,591.3407599999999,5047.95936,2806,20241.59017,3819.111119,56074.13346,59737.89438
