#multi:
,mass A,,,,,,,mass B,,,,,,,
t,x,y,r,θ,ω,α,step,x,y,r,θ,ω,α,step,
2.336,-45.33,12.04,46.90,165.1,299.9,-220.6,70,45.33,-12.04,46.90,-14.9,299.9,-220.6,70
2.369,-47.53,4.472,47.74,174.6,294.1,-122.3,71,47.53,-4.472,47.74,-5.4,294.1,-122.3,71
2.402,-47.43,-3.938,47.59,184.7,297.4,-820.8,72,47.43,3.938,47.59,4.7,297.4,-820.8,72
2.436,-44.68,-11.53,46.15,194.5,243.2,-1452.9,73,44.68,11.53,46.15,14.5,243.2,-1452.9,73
2.469,-43.24,-16.58,46.31,201.0,188.4,-1035.5,74,43.24,16.58,46.31,21.0,188.4,-1035.5,74
2.502,-41.24,-21.06,46.31,207.0,179.5,-718.3,75,41.24,21.06,46.31,27.0,179.5,-718.3,75
2.536,-38.92,-25.23,46.38,212.9,145.2,-1129.6,76,38.92,25.23,46.38,32.9,145.2,-1129.6,76
2.569,-37.33,-27.86,46.58,216.7,97.6,-1755.0,77,37.33,27.86,46.58,36.7,97.6,-1755.0,77
2.603,-36.11,-29.73,46.77,219.5,34.8,-1338.6,78,36.11,29.73,46.77,39.5,34.8,-1338.6,78
2.636,-35.51,-28.82,45.74,219.1,-4.0,-1614.9,79,35.51,28.82,45.74,39.1,-4.0,-1614.9,79
2.669,-36.20,-29.52,46.71,219.2,-55.4,-1392.8,80,36.20,29.52,46.71,39.2,-55.4,-1392.8,80
2.703,-37.59,-26.68,46.10,215.4,-115.1,-1553.6,81,37.59,26.68,46.10,35.4,-115.1,-1553.6,81
2.736,-39.20,-24.04,45.99,211.5,-146.2,-787.9,82,39.20,24.04,45.99,31.5,-146.2,-787.9,82
2.769,-41.71,-19.99,46.26,205.6,-176.6,-1351.7,83,41.71,19.99,46.26,25.6,-176.6,-1351.7,83
2.803,-43.09,-15.46,45.78,199.7,-224.8,-1288.5,84,43.09,15.46,45.78,19.7,-224.8,-1288.5,84
2.836,-45.99,-8.607,46.78,190.6,-276.2,-716.0,85,45.99,8.607,46.78,10.6,-276.2,-716.0,85
2.870,-46.72,-1.059,46.73,181.3,-267.9,22.1,86,46.72,1.059,46.73,1.3,-267.9,22.1,86
2.903,-45.95,5.870,46.33,172.7,-269.5,-50.0,87,45.95,-5.870,46.33,-7.3,-269.5,-50.0,87
2.936,-44.80,13.43,46.77,163.3,-277.1,-232.4,88,44.80,-13.43,46.77,-16.7,-277.1,-232.4,88
2.970,-41.80,20.18,46.42,154.2,-280.6,-770.6,89,41.80,-20.18,46.42,-25.8,-280.6,-770.6,89
3.003,-37.82,26.89,46.41,144.6,-326.3,-349.7,90,37.82,-26.89,46.41,-35.4,-326.3,-349.7,90
3.036,-30.99,33.87,45.91,132.5,-319.7,633.2,91,30.99,-33.87,45.91,-47.5,-319.7,633.2,91
3.070,-25.35,38.67,46.24,123.3,-267.4,1023.6,92,25.35,-38.67,46.24,-56.7,-267.4,1023.6,92
3.103,-19.25,42.02,46.22,114.6,-255.7,551.5,93,19.25,-42.02,46.22,-65.4,-255.7,551.5,93
3.136,-12.97,44.68,46.53,106.2,-233.5,724.1,94,12.97,-44.68,46.53,-73.8,-233.5,724.1,94
3.170,-7.250,45.65,46.22,99.0,-204.0,855.2,95,7.250,-45.65,46.22,-81.0,-204.0,855.2,95
3.203,-2.087,46.40,46.44,92.6,-178.3,842.7,96,2.087,-46.40,46.44,-87.4,-178.3,842.7,96
3.237,2.328,46.44,46.49,87.1,-147.3,981.5,97,-2.328,-46.44,46.49,-92.9,-147.3,981.5,97
3.270,5.860,46.05,46.42,82.7,-113.0,948.2,98,-5.860,-46.05,46.42,-97.3,-113.0,948.2,98
3.303,8.387,45.66,46.42,79.6,-82.7,785.2,99,-8.387,-45.66,46.42,-100.4,-82.7,785.2,99
3.337,10.26,45.27,46.42,77.2,-61.2,786.8,100,-10.26,-45.27,46.42,-102.8,-61.2,786.8,100
3.370,11.60,44.88,46.35,75.5,-31.9,878.3,101,-11.60,-44.88,46.35,-104.5,-31.9,878.3,101
3.403,11.95,44.90,46.47,75.1,-0.1,857.7,102,-11.95,-44.90,46.47,-104.9,-0.1,857.7,102
3.437,11.66,45.11,46.59,75.5,24.3,811.5,103,-11.66,-45.11,46.59,-104.5,24.3,811.5,103
3.470,10.70,45.32,46.57,76.7,53.3,874.7,104,-10.70,-45.32,46.57,-103.3,53.3,874.7,104
3.503,8.856,45.81,46.66,79.1,83.8,875.9,105,-8.856,-45.81,46.66,-100.9,83.8,875.9,105
3.537,6.241,46.22,46.64,82.3,111.3,800.1,106,-6.241,-46.22,46.64,-97.7,111.3,800.1,106
3.570,2.866,46.64,46.73,86.5,137.5,763.4,107,-2.866,-46.64,46.73,-93.5,137.5,763.4,107
3.604,-1.213,46.83,46.85,91.5,162.0,719.3,108,1.213,-46.83,46.85,-88.5,162.0,719.3,108
3.637,-5.949,46.47,46.85,97.3,185.6,611.9,109,5.949,-46.47,46.85,-82.7,185.6,611.9,109
3.670,-11.20,45.36,46.72,103.9,203.4,491.9,110,11.20,-45.36,46.72,-76.1,203.4,491.9,110
3.704,-16.67,43.71,46.78,110.9,217.5,461.8,111,16.67,-43.71,46.78,-69.1,217.5,461.8,111
3.737,-22.09,40.88,46.46,118.4,234.2,300.4,112,22.09,-40.88,46.46,-61.6,234.2,300.4,112
3.770,-27.19,36.74,45.71,126.5,239.6,897.8,113,27.19,-36.74,45.71,-53.5,239.6,897.8,113
3.804,-31.69,32.39,45.31,134.4,284.8,487.8,114,31.69,-32.39,45.31,-45.6,284.8,487.8,114
3.837,-37.94,26.07,46.03,145.5,292.5,237.0,115,37.94,-26.07,46.03,-34.5,292.5,237.0,115
3.871,-41.49,20.33,46.20,153.9,278.1,-586.6,116,41.49,-20.33,46.20,-26.1,278.1,-586.6,116
3.904,-44.76,12.78,46.55,164.1,271.6,-498.0,117,44.76,-12.78,46.55,-15.9,271.6,-498.0,117
3.937,-45.72,6.411,46.17,172.0,232.4,-609.2,118,45.72,-6.411,46.17,-8.0,232.4,-609.2,118
3.971,-46.34,0.348,46.34,179.6,233.0,-541.5,119,46.34,-0.348,46.34,-0.4,233.0,-541.5,119
4.004,-46.98,-6.240,47.39,187.6,204.1,-1039.5,120,46.98,6.240,47.39,7.6,204.1,-1039.5,120
4.037,-46.13,-10.81,47.38,193.2,154.5,-1248.4,121,46.13,10.81,47.38,13.2,154.5,-1248.4,121
4.071,-44.68,-14.41,46.95,197.9,124.2,-880.6,122,44.68,14.41,46.95,17.9,124.2,-880.6,122
4.104,-43.84,-17.25,47.11,201.5,95.0,-870.8,123,43.84,17.25,47.11,21.5,95.0,-870.8,123
4.137,-42.58,-19.15,46.68,204.2,66.9,-1166.7,124,42.58,19.15,46.68,24.2,66.9,-1166.7,124
4.171,-42.06,-20.46,46.77,205.9,19.3,-1357.6,125,42.06,20.46,46.77,25.9,19.3,-1357.6,125
4.204,-42.52,-20.28,47.11,205.5,-28.6,-1366.6,126,42.52,20.28,47.11,25.5,-28.6,-1366.6,126
4.238,-43.14,-19.24,47.23,204.0,-68.2,-885.9,127,43.14,19.24,47.23,24.0,-68.2,-885.9,127
4.271,-43.87,-16.80,46.98,200.9,-92.4,-753.7,128,43.87,16.80,46.98,20.9,-92.4,-753.7,128
4.304,-44.74,-14.42,47.01,197.9,-112.3,-1240.3,129,44.74,14.42,47.01,17.9,-112.3,-1240.3,129
4.338,-45.49,-10.89,46.78,193.5,-174.8,-1286.9,130,45.49,10.89,46.78,13.5,-174.8,-1286.9,130
4.371,-47.22,-5.130,47.50,186.2,-208.8,-624.4,131,47.22,5.130,47.50,6.2,-208.8,-624.4,131
4.404,-47.20,0.390,47.20,179.5,-206.9,-350.8,132,47.20,-0.390,47.20,-0.5,-206.9,-350.8,132
4.438,-46.65,6.228,47.07,172.4,-232.7,-571.4,133,46.65,-6.228,47.07,-7.6,-232.7,-571.4,133
4.471,-44.68,12.81,46.48,164.0,-249.7,87.0,134,44.68,-12.81,46.48,-16.0,-249.7,87.0,134
4.505,-42.92,19.35,47.08,155.7,-226.6,416.4,135,42.92,-19.35,47.08,-24.3,-226.6,416.4,135
4.538,-38.20,23.06,44.62,148.9,-214.8,132.0,136,38.20,-23.06,44.62,-31.1,-214.8,132.0,136
4.571,-34.90,27.86,44.65,141.4,-223.6,-579.4,137,34.90,-27.86,44.65,-38.6,-223.6,-579.4,137
4.605,-31.06,32.22,44.75,134.0,-248.3,-80.0,138,31.06,-32.22,44.75,-46.0,-248.3,-80.0,138
4.638,-26.07,37.48,45.66,124.8,-240.9,712.7,139,26.07,-37.48,45.66,-55.2,-240.9,712.7,139
4.671,-22.01,41.60,47.06,117.9,-190.4,1170.7,140,22.01,-41.60,47.06,-62.1,-190.4,1170.7,140
4.705,-17.78,43.73,47.21,112.1,-163.7,762.2,141,17.78,-43.73,47.21,-67.9,-163.7,762.2,141
4.738,-13.78,45.21,47.26,107.0,-141.4,687.2,142,13.78,-45.21,47.26,-73.0,-141.4,687.2,142
4.771,-10.39,46.16,47.31,102.7,-116.8,754.7,143,10.39,-46.16,47.31,-77.3,-116.8,754.7,143
4.805,-7.540,46.77,47.37,99.2,-91.8,743.4,144,7.540,-46.77,47.37,-80.8,-91.8,743.4,144
4.838,-5.410,47.04,47.35,96.6,-66.5,722.5,145,5.410,-47.04,47.35,-83.4,-66.5,722.5,145
4.872,-3.903,47.25,47.41,94.7,-43.9,684.4,146,3.903,-47.25,47.41,-85.3,-43.9,684.4,146
4.905,-2.993,47.16,47.25,93.6,-20.9,715.5,147,2.993,-47.16,47.25,-86.4,-20.9,715.5,147
4.938,-2.745,47.23,47.31,93.3,3.8,755.8,148,2.745,-47.23,47.31,-86.7,3.8,755.8,148
4.972,-3.202,47.17,47.27,93.9,29.7,764.8,149,3.202,-47.17,47.27,-86.1,29.7,764.8,149
5.005,-4.378,47.12,47.33,95.3,54.9,728.2,150,4.378,-47.12,47.33,-84.7,54.9,728.2,150
5.038,-6.216,46.91,47.32,97.5,78.3,717.2,151,6.216,-46.91,47.32,-82.5,78.3,717.2,151
5.072,-8.648,46.50,47.30,100.5,102.4,661.8,152,8.648,-46.50,47.30,-79.5,102.4,661.8,152
5.105,-11.72,45.72,47.20,104.4,123.4,568.6,153,11.72,-45.72,47.20,-75.6,123.4,568.6,153
5.138,-15.20,44.74,47.25,108.8,139.7,475.1,154,15.20,-44.74,47.25,-71.2,139.7,475.1,154
5.172,-18.93,43.11,47.08,113.7,155.2,531.3,155,18.93,-43.11,47.08,-66.3,155.2,531.3,155
5.205,-22.92,41.13,47.09,119.1,174.4,411.5,156,22.92,-41.13,47.09,-60.9,174.4,411.5,156
5.239,-27.08,38.19,46.81,125.3,185.1,546.9,157,27.08,-38.19,46.81,-54.7,185.1,546.9,157
5.272,-30.91,34.96,46.67,131.5,205.8,461.4,158,30.91,-34.96,46.67,-48.5,205.8,461.4,158
5.305,-35.26,30.57,46.67,139.1,222.9,28.3,159,35.26,-30.57,46.67,-40.9,222.9,28.3,159
5.339,-38.76,25.79,46.56,146.4,205.2,-382.4,160,38.76,-25.79,46.56,-33.6,205.2,-382.4,160
5.372,-41.28,21.25,46.43,152.8,194.0,-206.4,161,41.28,-21.25,46.43,-27.2,194.0,-206.4,161
5.405,-43.43,16.41,46.43,159.3,194.1,185.1,162,43.43,-16.41,46.43,-20.7,194.1,185.1,162
5.439,-44.84,11.41,46.27,165.7,203.9,-286.7,163,44.84,-11.41,46.27,-14.3,203.9,-286.7,163
5.472,-46.85,5.826,47.21,172.9,183.2,-651.6,164,46.85,-5.826,47.21,-7.1,183.2,-651.6,164
5.505,-47.26,1.696,47.29,177.9,149.6,-913.2,165,47.26,-1.696,47.29,-2.1,149.6,-913.2,165
5.539,-47.17,-2.388,47.23,182.9,129.3,-594.9,166,47.17,2.388,47.23,2.9,129.3,-594.9,166
5.572,-46.96,-5.410,47.27,186.6,105.3,-920.4,167,46.96,5.410,47.27,6.6,105.3,-920.4,167
5.606,-46.41,-8.122,47.12,189.9,73.1,-884.2,168,46.41,8.122,47.12,9.9,73.1,-884.2,168
5.639,-46.14,-9.347,47.08,191.5,40.0,-1035.0,169,46.14,9.347,47.08,11.5,40.0,-1035.0,169
5.672,-45.88,-10.25,47.01,192.6,9.8,-663.6,170,45.88,10.25,47.01,12.6,9.8,-663.6,170
5.706,-46.00,-9.869,47.05,192.1,-11.0,-865.2,171,46.00,9.869,47.05,12.1,-11.0,-865.2,171
5.739,-46.09,-9.683,47.10,191.9,-38.9,-758.6,172,46.09,9.683,47.10,11.9,-38.9,-758.6,172
5.772,-46.51,-7.795,47.16,189.5,-71.0,-1016.4,173,46.51,7.795,47.16,9.5,-71.0,-1016.4,173
5.806,-46.69,-5.835,47.05,187.1,-98.5,-661.8,174,46.69,5.835,47.05,7.1,-98.5,-661.8,174
5.839,-47.11,-2.418,47.17,182.9,-123.1,-678.3,175,47.11,2.418,47.17,2.9,-123.1,-678.3,175
5.873,-47.00,0.897,47.01,178.9,-137.0,-448.6,176,47.00,-0.897,47.01,-1.1,-137.0,-448.6,176
5.906,-46.91,5.099,47.19,173.8,-157.4,-429.6,177,46.91,-5.099,47.19,-6.2,-157.4,-429.6,177
5.939,-46.17,9.475,47.13,168.4,-164.2,-281.3,178,46.17,-9.475,47.13,-11.6,-164.2,-281.3,178
5.973,-45.17,13.95,47.27,162.8,-175.1,-465.8,179,45.17,-13.95,47.27,-17.2,-175.1,-465.8,179
6.006,-43.45,18.69,47.30,156.7,-195.6,-276.4,180,43.45,-18.69,47.30,-23.3,-195.6,-276.4,180
6.039,-39.62,23.07,45.85,149.8,-197.3,208.9,181,39.62,-23.07,45.85,-30.2,-197.3,208.9,181
6.073,-36.91,27.26,45.88,143.6,-178.2,401.9,182,36.91,-27.26,45.88,-36.4,-178.2,401.9,182
6.106,-34.09,30.81,45.95,137.9,-169.5,224.2,183,34.09,-30.81,45.95,-42.1,-169.5,224.2,183
6.139,-31.01,34.15,46.13,132.2,-165.1,270.8,184,31.01,-34.15,46.13,-47.8,-165.1,270.8,184
6.173,-28.32,37.75,47.19,126.9,-151.5,472.8,185,28.32,-37.75,47.19,-53.1,-151.5,472.8,185
6.206,-25.19,40.11,47.36,122.1,-132.9,574.1,186,25.19,-40.11,47.36,-57.9,-132.9,574.1,186
6.240,-22.12,41.59,47.10,118.0,-113.3,571.4,187,22.12,-41.59,47.10,-62.0,-113.3,571.4,187
6.273,-19.62,42.91,47.18,114.6,-94.4,568.1,188,19.62,-42.91,47.18,-65.4,-94.4,568.1,188
6.306,-17.44,43.79,47.14,111.7,-75.8,593.0,189,17.44,-43.79,47.14,-68.3,-75.8,593.0,189
6.340,-15.73,44.36,47.07,109.5,-54.8,613.1,190,15.73,-44.36,47.07,-70.5,-54.8,613.1,190
6.373,-14.59,44.75,47.07,108.1,-34.5,651.6,191,14.59,-44.75,47.07,-71.9,-34.5,651.6,191
6.406,-13.95,45.00,47.11,107.2,-12.1,690.8,192,13.95,-45.00,47.11,-72.8,-12.1,690.8,192
6.440,-13.95,44.93,47.04,107.3,12.4,708.8,193,13.95,-44.93,47.04,-72.7,12.4,708.8,193
6.473,-14.60,44.80,47.12,108.1,35.0,618.7,194,14.60,-44.80,47.12,-71.9,35.0,618.7,194
6.506,-15.78,44.35,47.08,109.6,54.2,628.3,195,15.78,-44.35,47.08,-70.4,54.2,628.3,195
6.540,-17.40,43.80,47.13,111.7,75.7,690.5,196,17.40,-43.80,47.13,-68.3,75.7,690.5,196
6.573,-19.64,42.82,47.12,114.6,101.2,643.7,197,19.64,-42.82,47.12,-65.4,101.2,643.7,197
6.607,-22.43,41.45,47.13,118.4,119.3,473.8,198,22.43,-41.45,47.13,-61.6,119.3,473.8,198
6.640,-25.41,39.73,47.17,122.6,131.9,392.3,199,25.41,-39.73,47.17,-57.4,131.9,392.3,199
6.673,-28.54,37.56,47.17,127.2,145.5,356.5,200,28.54,-37.56,47.17,-52.8,145.5,356.5,200
6.707,-31.73,34.86,47.14,132.3,156.2,56.5,201,31.73,-34.86,47.14,-47.7,156.2,56.5,201
6.740,-34.86,31.78,47.17,137.6,150.7,42.5,202,34.86,-31.78,47.17,-42.4,150.7,42.5,202
6.773,-37.47,28.89,47.31,142.4,154.0,226.4,203,37.47,-28.89,47.31,-37.6,154.0,226.4,203
6.807,-40.13,25.15,47.36,147.9,170.2,210.4,204,40.13,-25.15,47.36,-32.1,170.2,210.4,204
6.840,-42.35,20.91,47.23,153.7,168.1,462.1,205,42.35,-20.91,47.23,-26.3,168.1,462.1,205
6.874,-44.20,16.84,47.30,159.1,194.4,90.0,206,44.20,-16.84,47.30,-20.9,194.4,90.0,206
6.907,-46.04,10.88,47.31,166.7,189.3,-554.4,207,46.04,-10.88,47.31,-13.3,189.3,-554.4,207
6.940,-46.90,6.775,47.39,171.8,143.5,-995.0,208,46.90,-6.775,47.39,-8.2,143.5,-995.0,208
6.974,-47.22,3.074,47.32,176.3,126.8,-440.4,209,47.22,-3.074,47.32,-3.7,126.8,-440.4,209
7.007,-47.24,-0.201,47.24,180.2,113.8,-496.3,210,47.24,0.201,47.24,0.2,113.8,-496.3,210
7.040,-47.17,-3.193,47.28,183.9,95.3,-633.6,211,47.17,3.193,47.28,3.9,95.3,-633.6,211
7.074,-46.93,-5.433,47.24,186.6,70.1,-795.2,212,46.93,5.433,47.24,6.6,70.1,-795.2,212
7.107,-46.61,-7.009,47.13,188.6,43.0,-871.1,213,46.61,7.009,47.13,8.6,43.0,-871.1,213
7.140,-46.57,-7.771,47.22,189.5,11.6,-794.9,214,46.57,7.771,47.22,9.5,11.6,-794.9,214
7.174,-46.54,-7.640,47.16,189.3,-11.4,-722.4,215,46.54,7.640,47.16,9.3,-11.4,-722.4,215
7.207,-46.65,-7.146,47.19,188.7,-34.1,-730.2,216,46.65,7.146,47.19,8.7,-34.1,-730.2,216
7.241,-46.82,-5.788,47.18,187.0,-61.9,-804.0,217,46.82,5.788,47.18,7.0,-61.9,-804.0,217
7.274,-47.01,-3.763,47.16,184.6,-87.1,-689.6,218,47.01,3.763,47.16,4.6,-87.1,-689.6,218
7.307,-47.19,-1.017,47.21,181.2,-108.7,-630.8,219,47.19,1.017,47.21,1.2,-108.7,-630.8,219
7.341,-47.10,2.204,47.15,177.3,-128.2,-467.3,220,47.10,-2.204,47.15,-2.7,-128.2,-467.3,220
7.374,-46.81,6.015,47.19,172.7,-141.5,-403.4,221,46.81,-6.015,47.19,-7.3,-141.5,-403.4,221
7.407,-46.03,9.886,47.08,167.9,-152.9,-310.8,222,46.03,-9.886,47.08,-12.1,-152.9,-310.8,222
7.441,-45.05,14.23,47.25,162.5,-164.2,-810.6,223,45.05,-14.23,47.25,-17.5,-164.2,-810.6,223
7.474,-43.53,18.55,47.32,156.9,-201.3,-267.9,224,43.53,-18.55,47.32,-23.1,-201.3,-267.9,224
7.508,-39.64,23.78,46.23,149.0,-197.3,187.0,225,39.64,-23.78,46.23,-31.0,-197.3,187.0,225
7.541,-37.50,27.50,46.50,143.8,-170.9,562.6,226,37.50,-27.50,46.50,-36.2,-170.9,562.6,226
7.574,-34.23,31.22,46.32,137.6,-170.8,452.2,227,34.23,-31.22,46.32,-42.4,-170.8,452.2,227
